Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-01 00:00:00-05:00,3853.2900390625,3906.18994140625,3794.330078125,3895.080078125,16190230000,0.0,0.0
2023-01-08 00:00:00-05:00,3910.820068359375,4003.949951171875,3877.2900390625,3999.090087890625,20846120000,0.0,0.0
2023-01-15 00:00:00-05:00,3999.280029296875,4015.389892578125,3885.5400390625,3972.610107421875,16539130000,0.0,0.0
2023-01-22 00:00:00-05:00,3978.139892578125,4094.2099609375,3949.06005859375,4070.56005859375,18707010000,0.0,0.0
2023-01-29 00:00:00-05:00,4049.27001953125,4195.43994140625,4015.550048828125,4136.47998046875,23657120000,0.0,0.0
2023-02-05 00:00:00-05:00,4119.56982421875,4176.5400390625,4060.7900390625,4090.4599609375,20661640000,0.0,0.0
2023-02-12 00:00:00-05:00,4096.6201171875,4159.77001953125,4047.949951171875,4079.090087890625,19642940000,0.0,0.0
2023-02-19 00:00:00-05:00,4052.35009765625,4052.35009765625,3943.080078125,3970.0400390625,16031550000,0.0,0.0
2023-02-26 00:00:00-05:00,3992.360107421875,4048.2900390625,3928.159912109375,4045.639892578125,21459460000,0.0,0.0
2023-03-05 00:00:00-05:00,4055.14990234375,4078.489990234375,3846.320068359375,3861.590087890625,21422390000,0.0,0.0
2023-03-12 00:00:00-05:00,3835.1201171875,3964.4599609375,3808.860107421875,3916.639892578125,33867970000,0.0,0.0
2023-03-19 00:00:00-04:00,3917.469970703125,4039.489990234375,3909.159912109375,3970.989990234375,24375960000,0.0,0.0
2023-03-26 00:00:00-04:00,3982.929931640625,4110.75,3951.530029296875,4109.31005859375,20849370000,0.0,0.0
2023-04-02 00:00:00-04:00,4102.2001953125,4133.1298828125,4069.840087890625,4105.02001953125,15917210000,0.0,0.0
2023-04-09 00:00:00-04:00,4085.199951171875,4163.18994140625,4072.550048828125,4137.64013671875,17894880000,0.0,0.0
2023-04-16 00:00:00-04:00,4137.169921875,4169.47998046875,4113.85986328125,4133.52001953125,18104210000,0.0,0.0
2023-04-23 00:00:00-04:00,4132.06982421875,4170.06005859375,4049.35009765625,4169.47998046875,18944960000,0.0,0.0
2023-04-30 00:00:00-04:00,4166.7900390625,4186.919921875,4048.280029296875,4136.25,21160370000,0.0,0.0
2023-05-07 00:00:00-04:00,4136.97998046875,4154.27978515625,4098.919921875,4124.080078125,18795580000,0.0,0.0
2023-05-14 00:00:00-04:00,4126.64990234375,4212.91015625,4109.85986328125,4191.97998046875,19277850000,0.0,0.0
2023-05-21 00:00:00-04:00,4190.77978515625,4212.8701171875,4103.97998046875,4205.4501953125,19486220000,0.0,0.0
2023-05-28 00:00:00-04:00,4226.7099609375,4290.669921875,4166.14990234375,4282.3701171875,19055240000,0.0,0.0
2023-06-04 00:00:00-04:00,4282.990234375,4322.6201171875,4261.06982421875,4298.85986328125,19960900000,0.0,0.0
2023-06-11 00:00:00-04:00,4308.31982421875,4448.47021484375,4304.3701171875,4409.58984375,23498470000,0.0,0.0
2023-06-18 00:00:00-04:00,4396.10986328125,4400.14990234375,4341.33984375,4348.330078125,17329740000,0.0,0.0
2023-06-25 00:00:00-04:00,4344.83984375,4458.47998046875,4328.080078125,4450.3798828125,18347970000,0.0,0.0
2023-07-02 00:00:00-04:00,4450.47998046875,4456.4599609375,4385.0498046875,4398.9501953125,12829400000,0.0,0.0
2023-07-09 00:00:00-04:00,4394.22998046875,4527.759765625,4389.919921875,4505.419921875,18461090000,0.0,0.0
2023-07-16 00:00:00-04:00,4508.85986328125,4578.43017578125,4504.89990234375,4536.33984375,19075880000,0.0,0.0
2023-07-23 00:00:00-04:00,4543.39013671875,4607.06982421875,4528.56005859375,4582.22998046875,20193230000,0.0,0.0
2023-07-30 00:00:00-04:00,4584.81982421875,4594.22021484375,4474.5498046875,4478.02978515625,21109110000,0.0,0.0
2023-08-06 00:00:00-04:00,4491.580078125,4527.3701171875,4443.97998046875,4464.0498046875,19439590000,0.0,0.0
2023-08-13 00:00:00-04:00,4458.1298828125,4490.330078125,4335.31005859375,4369.7099609375,19366670000,0.0,0.0
2023-08-20 00:00:00-04:00,4380.27978515625,4458.2998046875,4356.2900390625,4405.7099609375,18106530000,0.0,0.0
2023-08-27 00:00:00-04:00,4426.02978515625,4541.25,4414.97998046875,4515.77001953125,16568780000,0.0,0.0
2023-09-03 00:00:00-04:00,4510.06005859375,4514.2900390625,4430.4599609375,4457.490234375,13968150000,0.0,0.0
2023-09-10 00:00:00-04:00,4480.97998046875,4511.990234375,4447.2099609375,4450.31982421875,20916040000,0.0,0.0
2023-09-17 00:00:00-04:00,4445.1298828125,4466.35986328125,4316.490234375,4320.06005859375,17096470000,0.0,0.0
2023-09-24 00:00:00-04:00,4310.6201171875,4338.509765625,4238.6298828125,4288.0498046875,18256060000,0.0,0.0
2023-10-01 00:00:00-04:00,4284.52001953125,4324.10009765625,4216.4501953125,4308.5,19153590000,0.0,0.0
2023-10-08 00:00:00-04:00,4289.02001953125,4385.85009765625,4283.7900390625,4327.77978515625,17576230000,0.0,0.0
2023-10-15 00:00:00-04:00,4342.3701171875,4393.56982421875,4223.02978515625,4224.16015625,18864600000,0.0,0.0
2023-10-22 00:00:00-04:00,4210.39990234375,4259.3798828125,4103.77978515625,4117.3701171875,19764430000,0.0,0.0
2023-10-29 00:00:00-04:00,4139.39013671875,4373.6201171875,4132.93994140625,4358.33984375,21626250000,0.0,0.0
2023-11-05 00:00:00-04:00,4364.27001953125,4418.02978515625,4343.93994140625,4415.240234375,18742940000,0.0,0.0
2023-11-12 00:00:00-05:00,4406.66015625,4521.169921875,4393.81982421875,4514.02001953125,20115520000,0.0,0.0
2023-11-19 00:00:00-05:00,4511.7001953125,4568.43017578125,4510.35986328125,4559.33984375,11838180000,0.0,0.0
2023-11-26 00:00:00-05:00,4554.85986328125,4599.39013671875,4537.240234375,4594.6298828125,21205410000,0.0,0.0
2023-12-03 00:00:00-05:00,4564.3701171875,4609.22998046875,4546.5,4604.3701171875,20051430000,0.0,0.0
2023-12-10 00:00:00-05:00,4593.39013671875,4738.56982421875,4593.39013671875,4719.18994140625,27228260000,0.0,0.0
2023-12-17 00:00:00-05:00,4725.580078125,4778.009765625,4697.81982421875,4754.6298828125,18766580000,0.0,0.0
2023-12-24 00:00:00-05:00,4758.85986328125,4793.2998046875,4751.990234375,4769.830078125,11087280000,0.0,0.0
